__init__ Optimal Geometry
[(4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40)]
[17, 39, 21, 33, 30, 30, 23, 13, 37, 29, 15, 11, 12, 15, 6, 37, 4, 28, 12, 28] 6.650188250037264e-05
[38, 16, 33, 38, 19, 33, 25, 4, 7, 28, 39, 10, 25, 16, 35, 27, 10, 12, 6, 37] 5.186752256297351e-05
[40, 5, 36, 19, 19, 19, 36, 31, 11, 39, 26, 5, 4, 8, 20, 36, 21, 40, 31, 18] 3.3934602566922605e-05
[23, 31, 38, 33, 34, 24, 7, 17, 4, 31, 11, 30, 28, 9, 19, 40, 24, 40, 23, 14] 4.649003268236219e-05
[13, 34, 26, 24, 28, 22, 19, 32, 16, 12, 6, 13, 18, 23, 26, 14, 11, 19, 40, 16] 6.888402986601882e-05
[40, 23, 40, 23, 26, 17, 19, 29, 5, 35, 39, 21, 19, 9, 12, 37, 26, 7, 21, 29] 4.060673176361702e-05
[25, 24, 23, 7, 20, 40, 11, 31, 11, 27, 19, 10, 19, 16, 4, 24, 16, 38, 8, 19] 6.328377669124234e-05
[22, 26, 8, 36, 9, 11, 33, 29, 21, 8, 5, 34, 9, 17, 9, 13, 22, 5, 18, 16] 4.051438720941862e-05
[12, 19, 14, 31, 6, 9, 39, 18, 24, 29, 14, 35, 18, 6, 11, 5, 40, 16, 17, 15] 1.5436613995662675e-05
[14, 17, 16, 14, 40, 19, 10, 30, 7, 40, 18, 25, 31, 8, 28, 31, 16, 35, 8, 40] 8.781505634273859e-06
[14, 35, 7, 29, 12, 38, 26, 15, 5, 17, 20, 15, 32, 39, 13, 39, 38, 15, 16, 17] 4.906036993784032e-05
[31, 38, 15, 33, 38, 26, 14, 20, 15, 35, 22, 25, 30, 16, 13, 29, 21, 31, 21, 27] 8.900378808368718e-05
[27, 24, 29, 12, 38, 16, 29, 13, 5, 26, 28, 37, 40, 11, 30, 14, 7, 13, 34, 18] 7.404820648767518e-05
[18, 20, 16, 34, 19, 35, 37, 36, 38, 15, 8, 27, 35, 36, 11, 40, 30, 4, 20, 26] 2.7097347056775494e-05
[35, 9, 12, 29, 5, 25, 22, 24, 13, 14, 5, 4, 12, 5, 39, 33, 28, 15, 9, 5] 4.289725636195278e-05
[8, 33, 25, 12, 27, 26, 9, 21, 10, 18, 19, 12, 7, 29, 29, 33, 37, 20, 34, 20] 1.3458246201793313e-05
[21, 13, 29, 36, 15, 20, 29, 15, 19, 36, 4, 39, 18, 15, 38, 30, 32, 12, 6, 32] 2.7732439099930168e-05
[27, 16, 32, 37, 33, 15, 14, 9, 35, 26, 7, 12, 24, 7, 37, 11, 22, 25, 24, 33] 3.902052659957746e-05
[34, 11, 10, 35, 20, 31, 15, 26, 14, 34, 26, 40, 40, 28, 37, 11, 13, 9, 32, 30] 4.266184743524949e-05
[12, 7, 13, 26, 10, 6, 12, 40, 22, 32, 20, 28, 13, 19, 9, 24, 15, 4, 34, 24] 3.5119375621696873e-05
[21, 18, 17, 34, 7, 16, 23, 7, 21, 22, 35, 5, 24, 12, 35, 11, 23, 9, 31, 18] 2.6948529642956097e-05
[23, 27, 5, 22, 20, 18, 40, 25, 9, 18, 28, 19, 24, 17, 10, 29, 13, 11, 23, 34] 5.796103014898598e-05
[6, 5, 8, 33, 7, 5, 9, 22, 25, 9, 39, 10, 27, 22, 30, 8, 7, 24, 32, 12] 1.2455638021678828e-05
[21, 14, 21, 27, 32, 5, 35, 34, 22, 24, 7, 13, 37, 10, 19, 19, 8, 28, 36, 40] 3.875689698394601e-05
[27, 31, 10, 31, 27, 39, 34, 30, 28, 39, 16, 15, 36, 14, 6, 30, 35, 40, 15, 26] 3.303905802745203e-05
[12, 40, 24, 7, 6, 32, 23, 9, 28, 11, 8, 6, 8, 6, 35, 9, 8, 10, 18, 17] 1.3751832042048833e-05
[4, 10, 8, 24, 38, 9, 33, 5, 37, 17, 4, 20, 17, 29, 31, 28, 29, 17, 17, 32] 2.4701548155236496e-05
[5, 14, 36, 10, 37, 22, 11, 8, 35, 15, 18, 8, 26, 26, 14, 20, 24, 12, 13, 19] 2.456452064904181e-05
[27, 24, 13, 19, 33, 4, 36, 9, 11, 8, 36, 19, 5, 34, 32, 34, 33, 29, 18, 19] 2.0212252779959994e-05
[39, 18, 32, 11, 36, 34, 19, 14, 20, 31, 25, 25, 34, 31, 5, 23, 16, 26, 7, 16] 4.550319462543135e-05
[33, 28, 40, 37, 4, 23, 38, 14, 16, 25, 15, 35, 24, 9, 18, 40, 33, 13, 17, 29] 3.4640768362430634e-05
[16, 35, 20, 15, 12, 14, 35, 9, 31, 31, 24, 31, 31, 40, 12, 24, 22, 16, 15, 30] 3.8388708514793045e-05
[27, 40, 16, 37, 18, 6, 24, 33, 10, 16, 39, 21, 31, 23, 33, 38, 4, 22, 4, 38] 4.815690429661454e-05
[22, 5, 38, 11, 8, 15, 31, 19, 31, 15, 20, 8, 25, 5, 5, 38, 11, 40, 13, 33] 2.4468110733318372e-05
[20, 14, 38, 30, 36, 28, 6, 12, 10, 15, 31, 27, 11, 18, 8, 34, 31, 24, 7, 24] 2.5333410694466072e-05
[38, 29, 8, 25, 11, 21, 24, 24, 15, 4, 14, 9, 8, 17, 36, 18, 32, 32, 8, 17] 2.3176692710753867e-05
[24, 14, 21, 25, 25, 21, 24, 30, 5, 40, 4, 20, 21, 21, 6, 17, 15, 18, 33, 14] 3.891595772817261e-05
[29, 13, 35, 11, 31, 32, 23, 37, 18, 33, 17, 40, 32, 26, 7, 34, 23, 5, 36, 10] 4.90838491811277e-05
[36, 8, 34, 28, 31, 11, 36, 19, 16, 6, 10, 37, 8, 36, 12, 12, 19, 6, 5, 40] 5.719004017941213e-05
[25, 12, 9, 18, 6, 29, 38, 9, 7, 19, 9, 22, 12, 38, 11, 14, 20, 6, 16, 36] 3.3425464814877844e-05
[11, 19, 40, 19, 29, 9, 19, 5, 32, 17, 36, 38, 19, 20, 10, 5, 36, 26, 20, 27] 3.4887952648927713e-05
[18, 36, 32, 21, 7, 28, 28, 14, 21, 22, 38, 8, 13, 35, 4, 6, 14, 5, 37, 32] 4.923369001931153e-05
[10, 24, 18, 11, 23, 23, 40, 34, 32, 36, 4, 36, 14, 39, 10, 10, 4, 23, 15, 31] 2.7274273073853877e-05
[19, 13, 24, 7, 17, 20, 32, 17, 40, 18, 10, 5, 5, 30, 24, 15, 10, 7, 17, 27] 1.9491264884831646e-05
[4, 14, 8, 24, 20, 26, 26, 31, 18, 6, 12, 28, 18, 39, 10, 22, 23, 39, 19, 37] 5.561428091255578e-05
[21, 23, 19, 18, 25, 25, 16, 35, 27, 6, 26, 31, 13, 33, 11, 18, 9, 13, 4, 27] 1.5354653773563402e-05
[21, 39, 34, 35, 9, 23, 23, 18, 19, 33, 17, 29, 14, 21, 24, 34, 15, 33, 19, 13] 5.884310672834691e-05
[22, 21, 5, 35, 14, 5, 26, 33, 18, 20, 4, 17, 34, 31, 18, 26, 31, 9, 18, 17] 5.4215677400060085e-05
[5, 8, 8, 12, 19, 29, 16, 29, 37, 35, 28, 25, 38, 17, 40, 14, 33, 39, 36, 29] 1.7123442170691482e-05
[34, 9, 39, 36, 12, 24, 32, 34, 15, 31, 29, 37, 38, 32, 13, 40, 24, 25, 17, 29] 5.945040618155599e-05
[30, 16, 20, 40, 37, 40, 29, 30, 17, 12, 4, 26, 4, 28, 37, 20, 22, 33, 28, 10] 2.3136995568163377e-05
[4, 16, 20, 12, 25, 21, 6, 34, 19, 26, 21, 15, 28, 33, 18, 33, 23, 8, 19, 35] 4.990293938991217e-05
[13, 13, 37, 4, 13, 13, 26, 28, 37, 39, 19, 17, 21, 29, 27, 20, 37, 20, 13, 31] 2.229503871308713e-05
[34, 29, 24, 12, 19, 7, 10, 5, 28, 32, 9, 14, 28, 31, 14, 37, 27, 39, 36, 20] 4.257106031932698e-05
[21, 4, 29, 38, 28, 29, 37, 18, 4, 25, 16, 40, 38, 5, 36, 35, 28, 4, 30, 25] 5.126265208341751e-05
[14, 31, 40, 8, 26, 28, 10, 7, 31, 12, 29, 38, 15, 28, 36, 14, 38, 23, 11, 18] 3.11902799463072e-05
[18, 40, 21, 25, 6, 31, 38, 14, 36, 31, 37, 37, 8, 30, 40, 26, 16, 39, 35, 15] 3.1940864381370777e-05
[14, 22, 17, 31, 7, 13, 12, 40, 23, 36, 15, 32, 13, 12, 40, 17, 17, 16, 27, 23] 2.7053763117796747e-05
