__init__ Optimal Geometry
[(4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40), (4, 40)]
[20, 25, 23, 21, 11, 21, 28, 6, 4, 18, 27, 39, 5, 11, 15, 31, 27, 14] 3.003890928458946e-05
[35, 20, 40, 5, 11, 24, 35, 25, 10, 35, 34, 26, 29, 29, 15, 16, 14, 21] 3.1866926657250813e-05
[18, 30, 18, 13, 17, 32, 23, 38, 14, 33, 25, 23, 29, 26, 14, 4, 24, 13] 2.935635989817126e-05
[40, 19, 22, 6, 31, 23, 18, 26, 33, 22, 38, 34, 23, 21, 32, 8, 39, 40] 4.641597322995237e-05
[38, 13, 28, 20, 17, 12, 18, 9, 14, 13, 37, 20, 31, 38, 37, 6, 17, 10] 4.0951915175253005e-05
[38, 10, 38, 27, 7, 15, 17, 19, 33, 18, 5, 8, 38, 5, 36, 23, 8, 17] 3.167548463319095e-05
[37, 4, 36, 15, 15, 20, 20, 39, 15, 33, 9, 30, 22, 33, 25, 32, 27, 27] 2.737781202969557e-05
[19, 27, 31, 7, 33, 4, 17, 33, 5, 37, 28, 5, 22, 9, 23, 10, 8, 15] 2.6194909093502758e-05
[15, 36, 10, 16, 11, 5, 27, 14, 29, 25, 31, 28, 37, 7, 17, 31, 26, 14] 2.50279202788239e-05
[21, 10, 9, 16, 21, 39, 13, 17, 17, 18, 38, 5, 17, 17, 35, 40, 24, 33] 2.1640069528365998e-05
[11, 23, 21, 6, 24, 30, 30, 37, 35, 34, 39, 24, 9, 23, 33, 39, 38, 9] 5.1215463482081094e-05
[5, 15, 19, 37, 16, 32, 31, 25, 17, 25, 12, 21, 6, 15, 18, 8, 4, 18] 4.632623107854023e-05
[30, 26, 5, 37, 18, 28, 23, 13, 20, 34, 11, 38, 10, 26, 30, 25, 37, 8] 2.563212760883492e-05
[38, 17, 16, 37, 27, 38, 6, 31, 16, 39, 7, 30, 35, 37, 10, 16, 25, 29] 2.0994268880920546e-05
[7, 4, 13, 23, 11, 31, 35, 36, 8, 32, 13, 4, 26, 25, 18, 6, 30, 25] 2.300899546147271e-05
[30, 31, 14, 31, 26, 39, 32, 14, 4, 33, 4, 37, 31, 4, 16, 20, 7, 32] 7.276319764283962e-05
[30, 36, 23, 7, 27, 20, 27, 36, 9, 17, 5, 20, 39, 8, 18, 31, 26, 31] 6.571740399016838e-05
[16, 12, 24, 13, 29, 32, 18, 25, 26, 9, 23, 27, 26, 12, 16, 22, 39, 12] 3.08984194254859e-05
[4, 6, 19, 36, 4, 9, 14, 17, 39, 34, 13, 10, 39, 14, 10, 21, 30, 30] 1.341707029249391e-05
[31, 28, 27, 39, 27, 11, 10, 15, 29, 38, 6, 28, 8, 14, 6, 38, 14, 23] 5.5908768964086383e-05
[24, 30, 8, 25, 33, 29, 4, 11, 25, 22, 19, 25, 25, 36, 10, 36, 32, 27] 5.053404064592232e-05
[33, 29, 29, 9, 34, 12, 11, 40, 26, 38, 31, 4, 29, 34, 7, 9, 22, 11] 5.0480368854942884e-05
[40, 40, 39, 20, 10, 8, 29, 40, 28, 23, 4, 28, 16, 14, 10, 15, 31, 37] 3.6841512296208034e-05
[36, 30, 35, 16, 18, 29, 35, 16, 27, 11, 18, 36, 6, 38, 25, 7, 6, 17] 7.846632752518715e-05
[14, 8, 31, 5, 19, 23, 4, 33, 28, 28, 5, 22, 7, 9, 19, 26, 39, 39] 4.76648728110142e-05
[40, 11, 14, 9, 34, 38, 25, 25, 15, 36, 10, 28, 28, 20, 39, 31, 39, 38] 2.6747953714509185e-05
[10, 18, 27, 20, 11, 5, 14, 28, 37, 27, 30, 29, 32, 24, 22, 14, 20, 13] 3.4818986659107746e-05
[25, 6, 35, 28, 31, 35, 35, 16, 34, 26, 29, 23, 25, 39, 36, 7, 25, 6] 4.19791813220132e-05
[6, 34, 7, 11, 12, 6, 27, 35, 34, 11, 21, 29, 22, 6, 12, 13, 27, 10] 4.622196494109922e-05
[4, 11, 8, 25, 27, 30, 10, 18, 20, 30, 16, 22, 40, 40, 26, 28, 30, 4] 5.8490721957378094e-05
[23, 26, 4, 14, 21, 24, 11, 38, 39, 27, 15, 27, 14, 17, 20, 10, 31, 13] 4.418484820010693e-05
[9, 40, 32, 34, 30, 26, 32, 5, 32, 10, 10, 7, 6, 20, 12, 11, 27, 29] 3.566397242603646e-05
[4, 6, 5, 5, 25, 17, 16, 12, 26, 22, 22, 22, 21, 37, 6, 33, 14, 15] 2.0215046244535076e-05
[40, 6, 14, 29, 23, 10, 23, 39, 14, 39, 6, 5, 16, 25, 8, 39, 38, 29] 2.8197355501061238e-05
[37, 17, 21, 28, 17, 17, 7, 10, 23, 20, 12, 39, 20, 4, 28, 23, 20, 30] 2.4000240292380524e-05
[22, 23, 38, 7, 26, 10, 9, 10, 17, 26, 39, 32, 8, 17, 10, 7, 18, 26] 2.8557678857731786e-05
[29, 27, 10, 11, 6, 16, 37, 11, 32, 34, 36, 5, 20, 21, 7, 24, 14, 14] 3.976999035807047e-05
[32, 5, 37, 16, 16, 21, 19, 21, 12, 18, 7, 16, 19, 16, 22, 19, 30, 34] 8.302086274129347e-06
[16, 31, 7, 25, 29, 15, 20, 16, 7, 14, 8, 11, 19, 6, 40, 23, 36, 39] 2.0351374857455412e-05
[36, 37, 26, 23, 20, 27, 11, 27, 18, 27, 13, 17, 25, 9, 28, 33, 38, 8] 5.9807429822743124e-05
[22, 4, 40, 4, 33, 11, 38, 22, 39, 33, 24, 11, 10, 24, 25, 11, 4, 29] 2.8212788792419528e-05
[14, 36, 10, 30, 28, 26, 26, 29, 39, 25, 14, 37, 13, 34, 7, 34, 25, 8] 8.601094826723845e-05
[33, 36, 36, 31, 29, 36, 26, 16, 36, 13, 20, 6, 31, 15, 22, 35, 25, 14] 4.1057840618982114e-05
[35, 40, 12, 30, 21, 23, 30, 28, 23, 39, 16, 30, 34, 33, 28, 29, 14, 36] 5.378868867411954e-05
[29, 13, 19, 5, 21, 18, 8, 39, 27, 13, 23, 28, 15, 11, 8, 28, 10, 30] 1.589885735919711e-05
[35, 9, 34, 18, 6, 13, 31, 29, 9, 10, 39, 33, 28, 17, 36, 34, 20, 27] 3.132327714649296e-05
[13, 37, 35, 40, 12, 14, 26, 22, 36, 26, 17, 10, 15, 11, 22, 40, 20, 5] 3.548251085433765e-05
[13, 31, 25, 27, 22, 32, 17, 16, 10, 16, 26, 29, 10, 9, 34, 20, 4, 11] 7.961756932350465e-05
[6, 13, 36, 33, 4, 9, 12, 35, 10, 16, 16, 38, 10, 25, 9, 32, 12, 32] 1.5002114388614823e-05
[39, 14, 6, 7, 9, 17, 12, 10, 32, 9, 9, 20, 17, 15, 31, 12, 14, 11] 2.4632383535855775e-05
[11, 15, 16, 32, 18, 8, 29, 9, 20, 21, 16, 32, 18, 33, 18, 20, 14, 6] 2.7955381383809763e-05
[37, 31, 20, 27, 37, 15, 20, 32, 36, 33, 37, 13, 26, 8, 37, 37, 35, 21] 8.492465227938695e-05
[9, 38, 15, 16, 30, 23, 6, 25, 4, 16, 21, 37, 28, 32, 15, 12, 31, 16] 3.4752843160411e-05
[39, 24, 32, 14, 23, 34, 6, 31, 21, 32, 25, 26, 32, 14, 35, 27, 12, 20] 4.898339303906557e-05
[40, 28, 14, 5, 25, 18, 15, 14, 36, 28, 32, 9, 6, 8, 8, 35, 30, 32] 4.382714885316784e-05
[6, 8, 19, 17, 40, 40, 35, 39, 11, 31, 22, 35, 10, 28, 31, 12, 5, 16] 2.093696044252107e-05
[10, 11, 14, 13, 19, 40, 28, 24, 20, 17, 8, 13, 39, 17, 5, 22, 22, 8] 2.700734115931816e-05
[21, 27, 6, 40, 8, 31, 14, 12, 30, 32, 16, 31, 29, 30, 19, 29, 10, 35] 4.503782694914392e-05
[4, 10, 40, 35, 38, 9, 6, 36, 20, 30, 21, 39, 17, 20, 24, 19, 10, 16] 4.0789456515832046e-05
[6, 39, 5, 39, 24, 19, 27, 14, 31, 8, 35, 8, 30, 17, 31, 31, 19, 39] 2.6829852236626495e-05
[29, 9, 17, 36, 10, 30, 23, 18, 5, 30, 24, 17, 8, 15, 12, 6, 7, 8] 3.74493451266683e-05
[22, 19, 11, 16, 32, 4, 18, 20, 15, 33, 23, 17, 18, 40, 23, 34, 12, 38] 2.7709320324697016e-05
[14, 31, 21, 4, 30, 18, 32, 40, 16, 8, 13, 37, 31, 9, 14, 10, 16, 6] 7.322620433905377e-05
[26, 31, 28, 25, 21, 30, 20, 5, 4, 38, 18, 19, 26, 12, 40, 24, 26, 35] 0.00010993787122757687
[10, 16, 28, 34, 25, 26, 5, 15, 20, 31, 39, 39, 8, 24, 32, 11, 28, 34] 6.896012207891833e-05
[35, 15, 8, 24, 18, 8, 15, 37, 9, 25, 22, 24, 7, 34, 30, 36, 15, 12] 6.866695583557342e-05
[9, 7, 9, 4, 18, 12, 5, 16, 11, 9, 12, 7, 26, 29, 5, 6, 12, 33] 5.177274928286813e-06
[7, 25, 15, 8, 38, 38, 26, 36, 25, 7, 10, 8, 5, 15, 33, 40, 10, 6] 1.6936821672077612e-05
[37, 32, 10, 33, 40, 31, 32, 13, 34, 14, 18, 37, 6, 21, 5, 25, 39, 20] 6.419194013645189e-05
[16, 10, 35, 20, 29, 28, 33, 4, 39, 19, 40, 11, 5, 39, 40, 7, 33, 36] 5.1746543202841956e-05
[21, 29, 9, 5, 11, 16, 33, 10, 33, 19, 29, 36, 25, 31, 8, 34, 15, 16] 2.6675650142790825e-05
[28, 29, 4, 13, 26, 14, 37, 21, 38, 18, 39, 20, 33, 13, 31, 25, 8, 28] 6.793977020492579e-05
[23, 36, 21, 29, 31, 18, 24, 25, 13, 40, 10, 5, 32, 13, 32, 25, 14, 10] 0.00010740360016134938
[37, 30, 40, 37, 30, 7, 25, 7, 13, 37, 6, 26, 23, 40, 30, 34, 15, 27] 4.016670223244882e-05
[4, 15, 27, 35, 40, 13, 37, 24, 28, 13, 14, 7, 17, 4, 14, 40, 10, 8] 3.6961708390527275e-05
[40, 24, 23, 27, 8, 28, 26, 34, 27, 38, 25, 19, 26, 19, 11, 21, 9, 34] 3.888586609445698e-05
[32, 35, 24, 7, 9, 25, 37, 5, 8, 18, 40, 28, 14, 7, 18, 8, 23, 23] 4.54033987554054e-05
[24, 28, 31, 21, 8, 29, 5, 29, 28, 31, 14, 20, 10, 29, 37, 24, 27, 10] 6.981743140204435e-05
[7, 18, 20, 11, 8, 18, 32, 13, 10, 17, 38, 26, 25, 7, 35, 29, 10, 20] 1.5265675745768698e-05
[6, 16, 27, 12, 35, 15, 39, 39, 36, 29, 5, 5, 14, 17, 26, 34, 18, 35] 2.0653510762398566e-05
[32, 24, 15, 16, 33, 40, 4, 10, 15, 37, 35, 24, 8, 40, 4, 7, 13, 13] 2.6793475823016424e-05
[33, 26, 39, 15, 4, 29, 13, 39, 26, 38, 15, 33, 6, 11, 31, 16, 30, 4] 8.098415804184369e-05
[18, 33, 28, 31, 17, 39, 12, 32, 23, 32, 20, 32, 40, 40, 36, 21, 24, 6] 5.9554001009959795e-05
[38, 29, 8, 21, 40, 18, 8, 37, 38, 9, 32, 5, 21, 23, 18, 15, 36, 37] 2.456418743729565e-05
[21, 26, 23, 26, 23, 39, 36, 11, 35, 38, 4, 7, 40, 28, 27, 8, 15, 34] 5.2854027766949526e-05
[27, 12, 13, 18, 7, 16, 35, 35, 38, 32, 22, 21, 28, 35, 13, 7, 22, 19] 3.429736210226068e-05
[8, 32, 22, 25, 17, 9, 12, 28, 40, 4, 35, 39, 17, 20, 5, 23, 16, 32] 5.47257667717723e-05
[22, 34, 27, 17, 39, 32, 40, 24, 23, 11, 36, 34, 28, 25, 13, 8, 38, 13] 5.289880930729873e-05
[20, 30, 34, 30, 22, 16, 33, 36, 40, 14, 5, 16, 36, 30, 30, 31, 25, 8] 7.694944964335589e-05
[10, 35, 4, 18, 37, 8, 9, 21, 26, 40, 34, 21, 30, 9, 8, 14, 13, 6] 3.057137288298711e-05
[11, 35, 5, 33, 17, 11, 17, 17, 11, 9, 22, 13, 18, 18, 33, 4, 22, 6] 2.172199588330353e-05
[16, 20, 6, 39, 34, 39, 17, 36, 20, 34, 13, 29, 35, 29, 19, 14, 11, 37] 3.2180376598905225e-05
[27, 13, 17, 13, 12, 7, 4, 5, 25, 36, 39, 26, 4, 34, 5, 33, 25, 24] 1.1980546471774562e-05
[13, 32, 6, 27, 35, 28, 25, 15, 22, 9, 27, 16, 4, 25, 33, 22, 4, 11] 3.7960138772894376e-05
[14, 21, 40, 38, 36, 16, 31, 27, 39, 27, 8, 6, 35, 30, 11, 13, 39, 19] 3.7140694725430924e-05
[30, 32, 6, 14, 38, 20, 6, 4, 31, 12, 8, 30, 7, 4, 29, 34, 4, 14] 4.353681722240247e-05
[26, 31, 24, 40, 36, 6, 37, 39, 40, 32, 6, 24, 16, 30, 13, 27, 32, 39] 6.209207117103855e-05
[24, 16, 8, 40, 4, 10, 14, 19, 28, 13, 27, 30, 6, 9, 38, 11, 38, 9] 2.1875780339781334e-05
[5, 17, 20, 39, 33, 27, 21, 12, 26, 32, 16, 22, 22, 36, 24, 18, 14, 35] 3.38181166938078e-05
[35, 21, 38, 25, 38, 28, 20, 13, 38, 7, 36, 9, 26, 38, 5, 23, 10, 13] 5.07476514559382e-05
[11, 16, 36, 40, 39, 32, 14, 9, 34, 20, 39, 31, 38, 30, 13, 8, 36, 6] 1.6377805421365906e-05
[21, 32, 28, 32, 31, 7, 11, 14, 15, 39, 10, 25, 27, 15, 37, 4, 7, 8] 5.4120332894800454e-05
[21, 31, 39, 35, 19, 19, 39, 28, 40, 16, 9, 8, 35, 7, 36, 40, 11, 6] 2.8210057600740095e-05
[23, 14, 39, 38, 15, 37, 5, 9, 9, 23, 19, 39, 31, 34, 4, 21, 29, 37] 1.4539626640734072e-05
[25, 26, 36, 8, 18, 36, 6, 4, 27, 14, 18, 28, 10, 17, 25, 11, 24, 34] 4.189258190088739e-05
[11, 29, 6, 20, 25, 26, 9, 25, 31, 36, 18, 36, 11, 20, 20, 14, 29, 16] 4.5969365461309266e-05
[26, 37, 24, 16, 14, 29, 9, 18, 4, 4, 24, 28, 18, 7, 7, 28, 10, 8] 3.326449265671565e-05
[30, 25, 39, 11, 24, 38, 39, 18, 37, 19, 5, 37, 5, 29, 16, 27, 27, 10] 5.694640585716561e-05
[11, 8, 34, 39, 22, 7, 6, 36, 39, 15, 26, 32, 40, 17, 23, 5, 20, 18] 1.8293433011923636e-05
[7, 37, 37, 9, 21, 17, 28, 12, 18, 20, 34, 38, 23, 6, 18, 38, 27, 24] 2.1362172908184345e-05
[13, 35, 16, 24, 28, 18, 31, 27, 38, 24, 32, 36, 20, 21, 14, 35, 26, 13] 3.1995002518268886e-05
[33, 32, 39, 29, 17, 37, 10, 23, 26, 36, 4, 32, 22, 37, 5, 8, 27, 12] 5.019513039575656e-05
[5, 25, 8, 11, 37, 12, 6, 27, 37, 20, 16, 34, 35, 6, 33, 19, 30, 39] 5.2427071804052665e-05
[11, 12, 5, 11, 9, 24, 39, 12, 25, 35, 15, 25, 6, 39, 37, 15, 16, 37] 2.1520258388421167e-05
[36, 9, 29, 28, 17, 4, 27, 11, 7, 15, 18, 25, 11, 8, 9, 5, 27, 19] 6.727306475263018e-05
[27, 37, 29, 37, 9, 4, 36, 17, 33, 22, 7, 17, 27, 6, 34, 14, 16, 23] 7.912838626002587e-05
[17, 40, 38, 30, 6, 20, 24, 18, 34, 6, 31, 32, 40, 21, 35, 19, 27, 17] 3.61832275162552e-05
[22, 28, 5, 36, 7, 16, 25, 29, 15, 35, 8, 32, 40, 30, 24, 8, 6, 11] 3.608220614172385e-05
[4, 6, 32, 35, 29, 21, 13, 23, 13, 38, 13, 8, 36, 32, 20, 13, 9, 9] 5.107626695092214e-05
[21, 16, 16, 29, 33, 17, 22, 14, 33, 12, 32, 13, 17, 37, 8, 17, 27, 19] 3.331557564289093e-05
[26, 40, 11, 5, 25, 19, 9, 40, 10, 22, 16, 25, 29, 17, 22, 14, 23, 40] 5.106516005535066e-05
[26, 9, 11, 25, 35, 37, 22, 22, 34, 16, 30, 35, 36, 34, 33, 22, 5, 39] 7.352692521593382e-05
[9, 14, 25, 6, 13, 10, 11, 5, 13, 4, 34, 12, 13, 28, 22, 16, 32, 27] 2.349913288571412e-05
[31, 4, 12, 34, 10, 7, 11, 16, 4, 26, 22, 21, 9, 23, 6, 16, 37, 40] 7.886584438886749e-05
[36, 9, 7, 35, 21, 13, 8, 18, 25, 30, 39, 10, 12, 21, 31, 9, 16, 13] 4.096927331803219e-05
[15, 17, 16, 13, 40, 15, 30, 15, 26, 8, 21, 10, 9, 6, 13, 24, 22, 26] 7.973156060115097e-06
[15, 21, 20, 37, 14, 35, 19, 20, 31, 22, 7, 16, 4, 11, 10, 23, 33, 23] 3.510085028618793e-05
[7, 23, 34, 34, 8, 33, 25, 21, 35, 17, 22, 15, 26, 19, 40, 9, 33, 37] 4.073996489164995e-05
[4, 24, 33, 36, 38, 21, 40, 30, 7, 8, 21, 26, 36, 26, 23, 24, 27, 20] 3.4088363381865176e-05
[8, 7, 36, 31, 23, 23, 30, 10, 23, 11, 6, 24, 14, 11, 27, 22, 5, 5] 6.039858989951072e-05
[4, 8, 7, 7, 32, 34, 31, 15, 32, 15, 9, 11, 14, 24, 40, 25, 19, 17] 7.271025599542261e-05
[31, 29, 31, 9, 10, 18, 24, 29, 14, 6, 38, 19, 32, 5, 30, 22, 32, 27] 5.961976863483159e-05
[25, 15, 40, 12, 18, 25, 36, 5, 7, 35, 38, 10, 29, 40, 13, 6, 19, 12] 2.225264489556616e-05
[10, 26, 33, 33, 25, 11, 12, 17, 23, 36, 32, 39, 36, 8, 13, 11, 18, 20] 5.1235280193390584e-05
[20, 38, 12, 32, 31, 31, 35, 23, 18, 21, 29, 22, 7, 15, 8, 17, 20, 17] 3.6131499430395704e-05
[38, 16, 11, 19, 8, 22, 11, 36, 30, 37, 30, 4, 32, 30, 28, 32, 12, 30] 1.6060136297747474e-05
[36, 32, 23, 29, 36, 11, 23, 26, 32, 9, 29, 11, 35, 29, 27, 28, 4, 32] 0.00010090102799407619
[8, 22, 23, 15, 16, 24, 6, 24, 38, 25, 9, 11, 12, 19, 12, 17, 24, 12] 2.0331055910577867e-05
[11, 19, 37, 37, 15, 31, 17, 37, 18, 39, 10, 37, 23, 6, 37, 6, 39, 30] 5.3289752082305685e-05
[21, 37, 22, 12, 25, 19, 9, 28, 11, 25, 17, 33, 18, 34, 36, 28, 30, 24] 3.387945870643364e-05
[37, 37, 19, 32, 9, 8, 33, 21, 39, 9, 32, 13, 17, 23, 23, 14, 27, 34] 6.08946309651496e-05
[36, 10, 5, 34, 9, 30, 17, 9, 8, 32, 9, 27, 24, 38, 6, 30, 5, 25] 2.551125951463119e-05
[7, 22, 11, 11, 4, 38, 12, 32, 20, 13, 6, 15, 9, 22, 28, 35, 17, 31] 4.088422802194752e-05
[15, 23, 37, 35, 25, 13, 9, 38, 9, 9, 37, 30, 26, 7, 28, 35, 6, 18] 2.010388538282584e-05
[10, 39, 17, 19, 38, 13, 39, 20, 22, 31, 23, 28, 12, 18, 25, 40, 6, 4] 2.8783007875691776e-05
[33, 31, 29, 27, 32, 14, 4, 31, 5, 6, 32, 6, 6, 26, 18, 38, 22, 26] 0.00010793048421151782
[34, 33, 27, 7, 16, 13, 25, 16, 14, 8, 13, 37, 22, 38, 22, 39, 23, 4] 3.619804298166453e-05
[10, 36, 26, 6, 8, 10, 26, 13, 30, 33, 7, 22, 19, 30, 27, 28, 26, 25] 2.846736115700055e-05
[5, 31, 40, 12, 21, 8, 25, 17, 19, 21, 9, 10, 33, 32, 19, 10, 34, 36] 1.894270137797376e-05
[15, 14, 30, 27, 30, 4, 33, 6, 12, 29, 20, 40, 28, 5, 20, 27, 39, 10] 3.481092203202453e-05
[6, 18, 21, 17, 27, 7, 7, 13, 17, 18, 32, 14, 29, 28, 29, 25, 38, 11] 1.765024225744439e-05
[32, 19, 15, 21, 18, 8, 23, 9, 12, 15, 37, 12, 39, 35, 8, 30, 18, 33] 2.805746105553633e-05
[10, 31, 11, 36, 16, 30, 39, 19, 10, 15, 39, 37, 34, 24, 13, 5, 28, 29] 3.4283684440454755e-05
[26, 29, 6, 8, 31, 17, 39, 40, 12, 9, 14, 13, 18, 26, 22, 29, 9, 25] 5.63461696300494e-05
[6, 16, 40, 15, 21, 31, 28, 37, 37, 33, 38, 36, 29, 11, 22, 35, 21, 30] 2.1336764358860924e-05
[30, 13, 17, 26, 22, 38, 35, 31, 8, 32, 34, 4, 4, 23, 11, 5, 36, 22] 2.3444365467585026e-05
[31, 24, 27, 37, 6, 37, 14, 19, 15, 40, 13, 18, 5, 22, 27, 26, 8, 4] 8.574607908662565e-05
[21, 20, 28, 5, 16, 20, 16, 34, 4, 8, 31, 36, 19, 15, 38, 21, 19, 20] 3.6418249536867016e-05
[39, 31, 40, 20, 28, 37, 35, 36, 5, 25, 38, 36, 40, 21, 34, 32, 25, 37] 3.0117693105909505e-05
[40, 27, 20, 20, 34, 31, 5, 38, 22, 36, 24, 22, 13, 12, 40, 31, 25, 12] 3.5518057664186754e-05
[21, 26, 17, 22, 25, 34, 37, 40, 20, 26, 4, 10, 38, 40, 21, 33, 17, 33] 1.94048967502472e-05
[16, 30, 16, 32, 16, 22, 27, 4, 5, 8, 27, 34, 7, 27, 33, 21, 22, 19] 3.139080151260018e-05
[34, 40, 38, 27, 22, 38, 39, 24, 8, 27, 29, 15, 5, 10, 10, 28, 20, 19] 3.636205802732337e-05
[31, 6, 24, 13, 38, 26, 19, 15, 40, 21, 7, 26, 39, 23, 31, 5, 18, 17] 2.6098696273946187e-05
[33, 29, 5, 7, 11, 23, 38, 40, 31, 28, 13, 20, 29, 40, 25, 37, 21, 6] 2.251478368146263e-05
[5, 35, 19, 7, 8, 27, 7, 13, 6, 12, 22, 7, 27, 15, 30, 24, 12, 24] 2.3945745301809928e-05
[23, 25, 10, 24, 38, 4, 31, 35, 23, 9, 22, 32, 28, 36, 17, 5, 27, 27] 3.31023008453446e-05
[28, 11, 23, 7, 23, 5, 10, 25, 17, 4, 38, 14, 37, 29, 6, 7, 5, 39] 2.228186860420154e-05
[11, 13, 9, 32, 18, 34, 10, 28, 18, 38, 32, 26, 19, 22, 33, 40, 40, 39] 3.319724245268782e-05
[36, 7, 31, 25, 35, 18, 34, 11, 14, 11, 12, 38, 36, 20, 39, 26, 8, 21] 6.0054682650023794e-05
[4, 23, 39, 6, 12, 36, 18, 19, 35, 6, 14, 6, 23, 36, 27, 6, 40, 32] 2.8077372234419224e-05
[10, 16, 21, 27, 27, 11, 7, 25, 17, 5, 8, 24, 37, 29, 12, 19, 29, 26] 3.3041574577339616e-05
[18, 7, 36, 14, 28, 16, 25, 31, 10, 23, 24, 28, 28, 37, 5, 12, 24, 30] 3.289030760653687e-05
[38, 32, 27, 20, 26, 19, 30, 5, 32, 39, 25, 27, 36, 36, 10, 12, 37, 24] 8.886901313573063e-05
[22, 26, 30, 19, 5, 32, 37, 18, 26, 27, 33, 40, 38, 4, 16, 24, 19, 8] 7.104864097181461e-05
[40, 26, 8, 14, 33, 9, 36, 30, 29, 22, 4, 23, 25, 4, 24, 22, 16, 15] 5.332772134821764e-05
[22, 4, 10, 29, 16, 20, 25, 35, 4, 5, 8, 36, 17, 19, 29, 16, 16, 26] 2.5868724693574173e-05
[22, 4, 11, 14, 30, 6, 13, 22, 9, 7, 23, 35, 9, 28, 30, 29, 28, 34] 1.554294370441194e-05
[28, 6, 8, 40, 21, 24, 38, 31, 30, 25, 4, 19, 4, 19, 38, 8, 33, 30] 4.363860547857367e-05
[9, 19, 8, 9, 6, 25, 37, 37, 16, 13, 4, 18, 10, 33, 21, 32, 8, 26] 2.7723259348171067e-05
[27, 13, 8, 26, 9, 30, 18, 13, 15, 22, 16, 13, 6, 37, 7, 34, 23, 22] 3.333530971994201e-05
[25, 14, 28, 4, 30, 10, 26, 13, 36, 7, 19, 21, 30, 26, 6, 5, 20, 15] 1.5975143389375228e-05
[20, 27, 4, 7, 5, 9, 28, 32, 17, 32, 30, 32, 14, 9, 14, 34, 40, 25] 5.889222536517717e-05
[35, 35, 17, 12, 37, 22, 29, 30, 17, 32, 33, 27, 34, 27, 25, 18, 4, 38] 5.621014159884765e-05
[5, 16, 16, 21, 24, 29, 12, 23, 16, 39, 21, 31, 13, 17, 38, 4, 37, 17] 2.0004210224384237e-05
[6, 26, 23, 12, 22, 39, 18, 17, 21, 18, 22, 30, 16, 11, 28, 11, 16, 9] 2.225584601374906e-05
[19, 40, 18, 22, 15, 32, 25, 26, 12, 8, 31, 13, 33, 27, 9, 5, 23, 40] 3.518879918176955e-05
[29, 13, 33, 8, 21, 15, 26, 8, 28, 7, 18, 39, 27, 20, 17, 16, 11, 13] 2.3719027985041152e-05
[5, 15, 10, 29, 7, 15, 21, 15, 37, 15, 5, 28, 36, 6, 6, 4, 29, 14] 2.75199603523759e-05
